CRASH BANDICOOT - ALL VARIABLES (3368)
================================================================================

Address        Size  Name
0x005A6F90   12       RockPanelOff
0x005A6FA0   64       GliderInvMtx
0x005A6FE0   12       GliderIntroInterest
0x005A6FF0   12       GliderIntroCamPos
0x005A7000   12       RumbleCamPos
0x005A7010   48       WeatherBossCamSpline
0x005A7040   48       WeatherBossIntroSpline
0x005A7070   12       WBIntroGliderPos
0x005A7080   80       jontorn
0x005A70D0   12       GliderBulletReflectPos
0x005A70E0   12       GliderTargetPos
0x005A70F0   12       GliderBombCollisionPos
0x005A7100   12       WeatherBossFirePoint
0x005A7110   680      GliderBombs
0x005A73B8   1088     PlayerGlider
0x005A77F8   12       WeatherBossTargetPos
0x005A7808   12       WeatherBossTargetVel
0x005A7818   64       WeatherBossCamMtx
0x005A7858   12       WeatherBossMovePoint
0x005A7868   5824     EnemyZoffa
0x005A8F28   1848     HovaBlimp
0x005A9660   1632     TornadoList
0x005A9CC0   2628     SatelliteList
0x005AA708   624      SpaceStationList
0x005AA980   5120     GliderBullet
0x005ABD80   8000     EnemyGliderBullet
0x005ADCC0   256      FreeGliderBulletList
0x005ADDC0   256      UsedGliderBulletList
0x005ADEC0   400      FreeEnemyGliderBulletList
0x005AE050   400      UsedEnemyGliderBulletList
0x005AE1E0   260      PlayerPlane
0x005AE2E8   12       ExtroStillCamPos
0x005AE2F8   12       ExtroStillInterest
0x005AE308   12       ExtroStillVelocity
0x005AE318   7600     AsteroidList
0x005B00C8   400      ActiveAsteroidList
0x005B0258   2040     EnemyGliderBombs
0x005B0A50   1232     GunBoatList
0x005B0F20   4080     BigGunList
0x005B1F10   8184     BattleShipList
0x005B3F08   12       BazookaTokenPos
0x005B3F18   12       BazookaTokenCurrentPos
0x005B3F28   1628     WeatherBoss
0x005B4588   224      IconMainDraw
0x005B4668   12       ElectricalPosition
0x005B4678   12       BossHitLoc
0x005B4688   1080     HailList
0x005B4AC0   64       BoltMtxC
0x005B4B00   64       BoltMtxA
0x005B4B40   64       BoltMtxB
0x005B4B80   5760     BoltList
0x005B6200   12       AmbientPosition
0x005B6210   5880     JeepRock
0x005B7908   900      PlayerAtlas
0x005B7C90   900      EarthBoss
0x005B8018   12       DebugTemp
0x005B8028   36       ebpos
0x005B8050   12       ebtime
0x005B8060   12       EarthBossAimLocation
0x005B8070   12       EarthBossAimVelocity
0x005B8080   48       RockPanelData
0x005B80B0   48       RockPanelDest
0x005B80E0   16       RockPanelObj
0x005B80F0   4096     trail
0x005B90F0   744      VehicleMask
0x005B93D8   12       NullNuVec
0x005B93E8   36       WorldAxis
0x005B9410   12       TempX.95
0x005B9420   12       TempY.96
0x005B9430   12       TempZ.97
0x005B9440   48       WesternEnemyStarts
0x005B9470   12       WesternPlayerStart
0x005B9480   176      WesternRestartPoints
0x005B9530   24       ExhaustPos
0x005B9548   16       MinHeight.94
0x005B9558   12       CamVec
0x005B9568   12       FIREBOSSSCALE
0x005B9578   40       ThrowVal
0x005B95A0   36       ThrowList
0x005B95C8   16       InMechZ
0x005B95D8   16       OutMechZ
0x005B95E8   48       InMechPos
0x005B9618   48       OutMechPos
0x005B9648   16       EndChase
0x005B9658   12       AshesMechInPos
0x005B9668   12       AshesMechOutPos
0x005B9678   12       JeepvObj
0x005B9688   12       JeepvPos
0x005B9698   12       IdealCamPos
0x005B96A8   12       IdealObjPos
0x005B96B8   48       JeepFollowSpline
0x005B96E8   12       JeepCamPos2
0x005B96F8   12       JeepCamPosTween
0x005B9708   12       FireBossPosition
0x005B9718   16       BuggyData
0x005B9728   16       BuggyDataMax
0x005B9738   7424     EnemyJeep
0x005BB438   72       BaseWheelPosition
0x005BB480   2440     PlayerJeep
0x005BBE08   20480    JeepTrail
0x005C0E08   80       TrailPntr
0x005C0E58   80       TrailAir
0x005C0EA8   80       TrailPos
0x005C0EF8   80       NewCurrentIntensity
0x005C0F48   80       NewIntoTrail
0x005C0F98   80       TrailActive
0x005C0FE8   12       WallOfFirePosition
0x005C0FF8   12       RelTemp
0x005C1010   1680     FireBoss
0x005C16A0   288      JeepBalloon
0x005C17C0   40       GenericTrail
0x005C1800   32       edcrt_mcfilename
0x005C1820   52       edcrtdesc
0x005C1858   12       edcrt_cam_pos
0x005C1880   640      edcrt_mcdir
0x005C1B00   276      CMD_FISHSWIM
0x005C1C18   180      CMD_EEL
0x005C1CD0   132      CMD_CLAM
0x005C1D58   324      CMD_DONKEY
0x005C1EA0   252      CMD_DROID1
0x005C1FA0   276      CMD_DROID2
0x005C20B8   384      CMD_DROID3
0x005C2238   288      CMD_DROID4
0x005C2358   324      CMD_SCORPION
0x005C24A0   312      CMD_ROOFSCORPION
0x005C25D8   396      CMD_BIRD
0x005C2768   360      CMD_BUTTERFLY
0x005C28D0   120      CMD_BEE
0x005C2948   264      CMD_SHARK
0x005C2A50   180      CMD_DEEPSEASHARK
0x005C2B08   612      CMD_PENGUINP
0x005C2D70   600      CMD_BIGPENGUINP
0x005C2FC8   504      CMD_CRAB
0x005C31C0   888      CMD_KNIGHT
0x005C3538   156      CMD_SEAL
0x005C35D8   612      CMD_PARROT
0x005C3840   252      CMD_NARWHAL
0x005C3940   660      CMD_WIZARD
0x005C3BD8   516      CMD_MONKEYBANANA
0x005C3DE0   288      CMD_KOICARP
0x005C3F00   408      CMD_TURTLE
0x005C4098   432      CMD_NINJASTALK
0x005C4248   936      CMD_NINJASWORD
0x005C45F0   204      CMD_BAT
0x005C46C0   348      CMD_GONGBONGER
0x005C4820   312      CMD_FLAMINGO
0x005C4958   336      CMD_NGIN
0x005C4AA8   228      CMD_NTROPY
0x005C4B90   252      CMD_DINGODILEFLAME
0x005C4C90   252      CMD_DINGODILEFIRE
0x005C4D90   252      CMD_GORILLA
0x005C4E90   228      CMD_MAMMOTH
0x005C4F78   480      CMD_TINY
0x005C5158   756      CMD_LIZARD
0x005C5450   864      CMD_LIZARDAB
0x005C57B0   288      CMD_RICKSHAW
0x005C58D0   180      CMD_TUNA
0x005C5988   336      CMD_WHEELA
0x005C5AD8   312      CMD_CACTUS
0x005C5C10   216      CMD_DIVER
0x005C5CE8   240      CMD_DYNO
0x005C5DD8   360      CMD_VULTURE
0x005C5F40   264      CMD_JELLYFISH
0x005C6048   192      CMD_WETJELLYFISH
0x005C6108   228      CMD_PYGMY
0x005C61F0   228      CMD_OCTOPUS
0x005C62D8   228      CMD_TENTACLE
0x005C63C0   384      CMD_MOUSE
0x005C6540   120      CMD_ROBIN
0x005C65B8   132      CMD_STARFISH
0x005C6640   180      CMD_DRAGONFLY
0x005C66F8   132      CMD_SNOWHOG
0x005C6780   132      CMD_POLARGUARD
0x005C6808   504      CMD_SKIER
0x005C6A00   132      CMD_MINE
0x005C6A88   264      CMD_FALLINGMINE
0x005C6B90   312      CMD_HARPOONIST
0x005C6CC8   852      CMD_LABGUYSHIELD
0x005C7020   156      CMD_LABGUYPOTION
0x005C70C0   156      CMD_IDLELABGUY
0x005C7160   132      CMD_STAMPEDER
0x005C71E8   96       CMD_FISHY
0x005C7248   192      CMD_CRYSTAL
0x005C7308   168      CMD_FLYINGCRYSTAL
0x005C73B0   192      CMD_CLOCK
0x005C7470   168      CMD_FLYINGCLOCK
0x005C7518   324      CMD_CRATEGEM
0x005C7660   300      CMD_FLYINGCRATEGEM
0x005C7790   192      CMD_GEM
0x005C7850   168      CMD_FLYINGGEM
